show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,day_added,month_added,year_added,duration_minutes,duration_tvshows,content_age
70295189,Movie,Locke,Steven Knight,Tom Hardy,United Kingdom,2018-07-15,2013,R,85 min,Dramas,"Over the space of 90 minutes, Ivan Locke's life spins out of control via a series of phone calls made while he drives down the highway to London.",15,7,2018,85.0,0.0,12
80993684,Movie,Lucha: Playing the Impossible,Ana Quiroga,Luciana Aymar,Argentina,2018-07-15,2016,TV-PG,98 min,Documentaries,"Known simply as ""Lucha,"" field hockey player Luciana Aymar shares her tumultuous and triumphant journey to become the best in the world.",15,7,2018,98.0,0.0,9
70257860,Movie,Spring Breakers,Harmony Korine,James Franco,United States,2018-07-15,2012,R,94 min,Comedies,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.",15,7,2018,94.0,0.0,13
80998908,Movie,Stray Bullet,Jean-Cosme Delaloye,No Cast,Switzerland,2018-07-15,2018,TV-14,71 min,Documentaries,"In 2014,12-year-old Genesis Rincon was fatally shot while riding her scooter. Those linked to the tragedy reflect on justice and the cycle of violence.",15,7,2018,71.0,0.0,7
70171835,Movie,Tahaan,Santosh Sivan,Purav Bhandare,India,2018-07-15,2008,TV-14,95 min,Dramas,"After his family's donkey is confiscated by a moneylender, 8-year-old Tahaan travels across conflict-torn Kashmir to find his beloved pet.",15,7,2018,95.0,0.0,17
81005401,Movie,Tango Feroz,No Director,No Cast,Argentina,2018-07-15,1993,TV-MA,124 min,Classic Movies,"One of the first rock stars in Argentina, Tango leads a full life during an era of social unrest – one of both glory and despair.",15,7,2018,124.0,0.0,32
80993650,Movie,Temporada de Caza,Natalia Garagiola,Germán Palacios,Argentina,2018-07-15,2017,TV-MA,108 min,Dramas,Animosity gives way to love and forgiveness when an angry teenager reunites with his estranged biological father in the wilds of Patagonia.,15,7,2018,108.0,0.0,8
80049979,Movie,The Adderall Diaries,Pamela Romanowsky,James Franco,United States,2018-07-15,2015,R,87 min,Dramas,Author Stephen Elliott has a problem separating his own life from incidents in the life of a convicted murderer about whom he's writing a book.,15,7,2018,87.0,0.0,10
70267439,Movie,The Spectacular Now,James Ponsoldt,Miles Teller,United States,2018-07-15,2013,R,95 min,Dramas,"Classmates Aimee and Sutter form an unlikely friendship, and after helping Aimee raise her social confidence, Sutter begins falling for his creation.",15,7,2018,95.0,0.0,12
70293812,Movie,Under The Skin,Jonathan Glazer,Scarlett Johansson,Switzerland,2018-07-15,2013,R,108 min,Dramas,"A seductive alien prowls the streets in search of prey: unsuspecting men who fall under her spell, only to be consumed by a strange liquid pool.",15,7,2018,108.0,0.0,12
80113589,Movie,Amar,Esteban Crespo,María Pedraza,Spain,2017-07-15,2017,TV-MA,104 min,Dramas,"Young Laura and Carlos experience the intensity and fragility of first love, as life realities gradually tarnish their idealized notions of romance.",15,7,2017,104.0,0.0,8
70298393,Movie,Singh Saab the Great,Anil Sharma,Sunny Deol,India,2017-07-15,2013,TV-14,143 min,Action & Adventure,"As the result of a TV journalist's curiosity, the amazing saga of an honorable government tax collector's past comes to light.",15,7,2017,143.0,0.0,12
80191557,Movie,Vitti Dandu,Ganesh Kadam,Dilip Prabhavalkar,India,2017-07-15,2014,TV-14,116 min,Dramas,"In a remote village in colonial India, an old man and his grandson display strong differences in their attitudes toward the country's British rulers.",15,7,2017,116.0,0.0,11
80096585,Movie,Holidays,Anthony Scott Burns,Madeleine Coghlan,United States,2016-07-15,2016,NR,106 min,Comedies,"Eight gleefully grim short tales set on Halloween, Mother's Day, St. Patrick's Day and other holidays comprise this chilling horror anthology.",15,7,2016,106.0,0.0,9
80106928,Movie,Lusers,Ticoy Rodriguez,Carlos Alcántara,Argentina,2016-07-15,2015,NR,100 min,Comedies,Three men from different nations must find their way out of the Amazon jungle – on foot – when they get lost on the way to Brazil's World Cup Final.,15,7,2016,100.0,0.0,10
80064459,Movie,Rebirth,Karl Mueller,Fran Kranz,United States,2016-07-15,2016,TV-MA,101 min,Dramas,"Long-lost buddy Zack gets suburban dad Kyle on a bus to a Rebirth seminar, sending him down a rabbit hole of psychodrama, seduction and violence.",15,7,2016,101.0,0.0,9
80102204,Movie,Tony Robbins: I Am Not Your Guru,Joe Berlinger,Tony Robbins,United States,2016-07-15,2016,TV-MA,117 min,Documentaries,Tony Robbins' clients swear by his unorthodox life coaching methods. A revealing film goes behind the curtain at his annual mega-event.,15,7,2016,117.0,0.0,9
80014996,Movie,The Physician,Philipp Stölzl,Tom Payne,Germany,2015-07-15,2013,R,155 min,Action & Adventure,A medical apprentice in 11th-century Persia disguises himself as a Jew to study at a school that does not admit Christians.,15,7,2015,155.0,0.0,12
60003082,Movie,White Christmas,Michael Curtiz,Bing Crosby,United States,2012-07-15,1954,TV-G,120 min,Children & Family Movies,"Two war buddies fall for two sisters and follow the girls to a resort owned by their former commanding officer, who is in danger of losing the place.",15,7,2012,120.0,0.0,71
80244246,TV Show,Blood & Treasures,No Director,Nawat Kulrattanarak,No Country,2018-07-14,2016,TV-14,1 Season,International TV Shows,"Condemned by a centuries-old vow to protect her kingdom's treasures, an embittered spirit returns to seek justice against the man who wronged her.",14,7,2018,0.0,1.0,9
80081277,Movie,Colonia,Florian Gallenberger,Emma Watson,Germany,2018-07-14,2015,R,110 min,Dramas,"When her boyfriend is caught up in a Chilean coup, a young woman tries to free him from a prison camp posing as a commune by joining it voluntarily.",14,7,2018,110.0,0.0,10
81005504,TV Show,Meteor Garden,No Director,Shen Yue,China,2018-07-14,2018,TV-PG,1 Season,International TV Shows,"Dong Shancai is determined to excel at her dream university, where she encounters an elite clique of dashing, popular high-achievers – and finds love.",14,7,2018,0.0,1.0,7
80149064,Movie,Buddy Thunderstruck: The Maybe Pile,Harry Chaskin,Brian Atkinson,United States,2017-07-14,2017,TV-PG,14 min,Movies,"Champion truck-racing dog Buddy and his best friend, ferret mechanic Darnell, paw through the ""maybe pile"" and test out a bunch of crazy stunts.",14,7,2017,14.0,0.0,8
80168188,Movie,Chasing Coral,Jeff Orlowski,No Cast,United States,2017-07-14,2017,TV-PG,89 min,Documentaries,"Divers, scientists and photographers around the world mount an epic underwater campaign to document the disappearance of coral reefs.",14,7,2017,89.0,0.0,8
80171659,Movie,To the Bone,Marti Noxon,Lily Collins,United States,2017-07-14,2017,TV-MA,108 min,Dramas,"Ellen, a 20-year-old with anorexia nervosa, goes on a harrowing, sometimes funny journey of self-discovery at a group home run by an unusual doctor.",14,7,2017,108.0,0.0,8
80097221,Movie,Gridlocked,Allan Ungar,Dominic Purcell,Canada,2016-07-14,2015,R,114 min,Action & Adventure,"An embittered cop is tasked with baby-sitting a spoiled actor, but the two must learn to fight together when they run afoul of a group of mercenaries.",14,7,2016,114.0,0.0,10
80103331,TV Show,Magi: Adventure of Sinbad,No Director,Daisuke Ono,Japan,2016-07-14,2016,TV-14,1 Season,Anime Series,The Magi who became High King of the Seven Seas started as a boy determined to make the world a better place. He begins with a dangerous dungeon.,14,7,2016,0.0,1.0,9
70306646,Movie,Creep,Patrick Brice,Mark Duplass,United States,2015-07-14,2014,R,78 min,Horror Movies,"When a cash-strapped videographer takes a job in a remote mountain town, he finds that the client has some unsettling ideas in mind.",14,7,2015,78.0,0.0,11
81011936,Movie,"Plaire, aimer et courir vite",Christophe Honoré,Vincent Lacoste,France,2019-07-13,2018,TV-MA,133 min,Dramas,"When a Paris-based writer with AIDS meets a college student exploring his sexuality, romance blossoms in his waning days.",13,7,2019,133.0,0.0,7
80244363,TV Show,Fatal Destiny,No Director,Arucha Tosawat,No Country,2018-07-13,2016,TV-14,1 Season,Crime TV Shows,A young man from a humble family is drawn into a life of crime – and soon confronts a determined cop in hot pursuit.,13,7,2018,0.0,1.0,9
80167481,Movie,How It Ends,David M. Rosenthal,Theo James,United States,2018-07-13,2018,TV-MA,113 min,Action & Adventure,"When a mysterious disaster turns the country into a war zone, a young lawyer heads west with his future father-in-law to find his pregnant fiancée.",13,7,2018,113.0,0.0,7
80214743,Movie,Jim Jefferies: This Is Me Now,Scott Zabielski,Jim Jefferies,United States,2018-07-13,2018,TV-MA,71 min,Stand-Up Comedy,"The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special.",13,7,2018,71.0,0.0,7
70270773,Movie,Kevin Hart: Let Me Explain,Leslie Small,Kevin Hart,United States,2018-07-13,2013,R,75 min,Stand-Up Comedy,"Philadelphia funnyman Kevin Hart takes the stage in front of a sold-out crowd at Madison Square Garden, part of his hit ""Let Me Explain"" world tour.",13,7,2018,75.0,0.0,12
80991827,Movie,Romina,Diego Cohen,Francisca Lozano,Mexico,2018-07-13,2018,TV-MA,75 min,Horror Movies,A shocking assault inspires horrific violence when a group of teens encounters a girl from their school while camping in a remote spot.,13,7,2018,75.0,0.0,7
70300666,Movie,The Signal,William Eubank,Brenton Thwaites,United States,2018-07-13,2014,PG-13,97 min,Sci-Fi & Fantasy,"During their drive across the country, college pals Nick and Jonah – accompanied by Nick's girlfriend – run into major trouble in the Nevada desert.",13,7,2018,97.0,0.0,11
80044126,Movie,D.L. Hughley: Clear,Jay Chapman,D.L. Hughley,United States,2017-07-13,2014,TV-MA,59 min,Stand-Up Comedy,"In this 2014 standup special filmed in San Francisco, comedic genius D.L. Hughley entertains with his hilarious take on current affairs and more.",13,7,2017,59.0,0.0,11
80148179,Movie,My Scientology Movie,John Dower,Louis Theroux,United Kingdom,2017-07-13,2015,TV-MA,99 min,Documentaries,"After speaking with former Scientology members and being stonewalled by higher-ups, filmmaker Louis Theroux hires actors to re-create alleged events.",13,7,2017,99.0,0.0,10
70301023,Movie,Tom Segura: Completely Normal,Jay Chapman,Tom Segura,United States,2017-07-13,2014,TV-MA,74 min,Stand-Up Comedy,Levelheaded stand-up Tom Segura shares offhand appraisals on hotels and opens up about his hobbies and digestive ailments in this comedy special.,13,7,2017,74.0,0.0,11
80221109,Movie,4L,Gerardo Olivares,Jean Reno,Spain,2019-07-12,2019,TV-MA,105 min,Comedies,"Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter.",12,7,2019,105.0,0.0,6
80221942,TV Show,Age Gap Love,No Director,Fay Ripley,United Kingdom,2019-07-12,2017,TV-MA,1 Season,British TV Shows,"Despite the social backlash and challenges that come with intergenerational romance, these couples choose to stick together through thick and thin.",12,7,2019,0.0,1.0,8
80221943,TV Show,Ainsley Eats the Streets,No Director,Ainsley Harriott,United Kingdom,2019-07-12,2014,TV-PG,1 Season,British TV Shows,Celebrity chef Ainsley Harriott embarks on a journey around the world to explore the relationship between local street foods and cultural identity.,12,7,2019,0.0,1.0,11
81145271,Movie,Black & Privileged: Volume 1,Mark Harris,Dawnisha Halfkenny,United States,2019-07-12,2019,TV-MA,79 min,Dramas,"When low-income families move into a thriving black community in Chicago, they find themselves at odds with politicians to maintain their status.",12,7,2019,79.0,0.0,6
80215147,TV Show,Blown Away,No Director,No Cast,Canada,2019-07-12,2019,TV-PG,1 Season,International TV Shows,"Ten master artists turn up the heat in glassblowing sculpture challenges for the chance to win $60,000 in prizes and the title of champion.",12,7,2019,0.0,1.0,6
81024041,Movie,Cities of Last Things,Wi Ding Ho,Jack Kao,Taiwan,2019-07-12,2018,TV-MA,106 min,Dramas,"In a dystopian tale unfolding in reverse chronology, a man with a complicated past takes revenge on the individuals who wronged him decades ago.",12,7,2019,106.0,0.0,7
80222071,TV Show,Encounters with Evil,No Director,Richard Lintern,United Kingdom,2019-07-12,2016,TV-14,1 Season,British TV Shows,"This documentary series tries to get at the root of some of the most heinous crimes ever committed by deranged, cold-blooded criminals.",12,7,2019,0.0,1.0,9
80210245,TV Show,Extreme Engagement,No Director,Tim Noonan,No Country,2019-07-12,2019,TV-MA,1 Season,International TV Shows,An engaged couple travels the world for a year to explore marriage customs in diverse cultures. Will the journey bring them closer or tear them apart?,12,7,2019,0.0,1.0,6
80224312,TV Show,History's Greatest Hoaxes,No Director,No Cast,Australia,2019-07-12,2016,TV-PG,1 Season,British TV Shows,"Using previously unseen footage, this documentary series offers new insights into some of the biggest scams and forgeries in human history.",12,7,2019,0.0,1.0,9
81044248,Movie,Kidnapping Stella,Thomas Sieben,Max von der Groeben,Germany,2019-07-12,2019,TV-MA,90 min,Dramas,"Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.",12,7,2019,90.0,0.0,6
80191236,TV Show,Luis Miguel - The Series,No Director,Diego Boneta,Mexico,2019-07-12,2018,TV-MA,1 Season,International TV Shows,"This series dramatizes the life story of Mexican superstar singer Luis Miguel, who has captivated audiences in Latin America and beyond for decades.",12,7,2019,0.0,1.0,7
80224314,TV Show,Mega Food,No Director,No Cast,United Kingdom,2019-07-12,2013,TV-G,1 Season,British TV Shows,"Visiting the busiest kitchens in the world, this reality series focuses on large-scale food production – and the people who make it happen.",12,7,2019,0.0,1.0,12
80224184,TV Show,MegaTruckers,No Director,No Cast,Australia,2019-07-12,2012,TV-PG,1 Season,Reality TV,"This reality ride-along offers a glimpse into the can-do, high-stakes world of big rig drivers who haul massive loads of cargo across Australia.",12,7,2019,0.0,1.0,13
80224602,TV Show,Money for Nothing,No Director,No Cast,No Country,2019-07-12,2015,TV-PG,1 Season,British TV Shows,"Aided by designers and craftspeople, entrepreneur Sarah Moore rescues items bound for the garbage dump and turns them into valuable, unique objects.",12,7,2019,0.0,1.0,10
81094069,TV Show,One Spring Night,No Director,Han Ji-min,South Korea,2019-07-12,2019,TV-14,1 Season,International TV Shows,"When Lee Jeong-in and Yu Ji-ho meet, something unexpected happens. Or it just may be that spring is in the air – and anything is possible.",12,7,2019,0.0,1.0,6
81094893,TV Show,PILI Fantasy: War of Dragons,No Director,Wang Hsi-hua,No Country,2019-07-12,2019,TV-14,1 Season,International TV Shows,"As turmoil looms in the Martial World, and the Eight Wonders of the Evil Dragon unleashes dark forces, who will emerge as the new warrior legend?",12,7,2019,0.0,1.0,6
